 0.0000000, 0.0000000, 0.0000000, 0.0000000
   1.00000, 0.0043178, 0.0000000, 0.0000000
   2.00000, 0.0053689, 0.0000000, 0.0000000
   3.00000, 0.0052442, 0.0000000, 0.0000000
   4.00000, 0.0051196, 0.0000000, 0.0000000
   5.00000, 0.0049950, 0.0000000, 0.0000000
   6.00000, 0.0048705, 0.0000000, 0.0000000
   7.00000, 0.0047461, 0.0000000, 0.0000000
   8.00000, 0.0046218, 0.0000000, 0.0000000
   9.00000, 0.0044978, 0.0000000, 0.0000000
  10.00000, 0.0043741, 0.0000000, 0.0000000
  11.00000, 0.0042509, 0.0000000, 0.0000000
  12.00000, 0.0041283, 0.0000000, 0.0000000
  13.00000, 0.0040066, 0.0000000, 0.0000000
  14.00000, 0.0038859, 0.0000000, 0.0000000
  15.00000, 0.0037668, 0.0000000, 0.0000000
  16.00000, 0.0036496, 0.0000000, 0.0000000
  17.00000, 0.0035348, 0.0000000, 0.0000000
  18.00000, 0.0034230, 0.0000000, 0.0000000
  19.00000, 0.0033148, 0.0000000, 0.0000000
  20.00000, 0.0032108, 0.0000000, 0.0000000
  21.00000, 0.0031116, 0.0000000, 0.0000000
  22.00000, 0.0030178, 0.0000000, 0.0000000
  23.00000, 0.0029296, 0.0000000, 0.0000000
  24.00000, 0.0028474, 0.0000000, 0.0000000
  25.00000, 0.0027712, 0.0000000, 0.0000000
  26.00000, 0.0027008, 0.0000000, 0.0000000
  27.00000, 0.0026360, 0.0000000, 0.0000000
  28.00000, 0.0025764, 0.0000001, 0.0000000
  29.00000, 0.0025216, 0.0000002, 0.0000000
  30.00000, 0.0024713, 0.0000004, 0.0000000
  31.00000, 0.0024250, 0.0000008, 0.0000000
  32.00000, 0.0023823, 0.0000015, 0.0000000
  33.00000, 0.0023429, 0.0000026, 0.0000000
  34.00000, 0.0023064, 0.0000045, 0.0000000
  35.00000, 0.0022725, 0.0000075, 0.0000000
  36.00000, 0.0022409, 0.0000122, 0.0000000
  37.00000, 0.0022114, 0.0000192, 0.0000000
  38.00000, 0.0021838, 0.0000294, 0.0000000
  39.00000, 0.0021579, 0.0000443, 0.0000000
  40.00000, 0.0021336, 0.0000655, 0.0000000
  41.00000, 0.0021105, 0.0000951, 0.0000000
  42.00000, 0.0020888, 0.0001361, 0.0000000
  43.00000, 0.0020681, 0.0001921, 0.0000000
  44.00000, 0.0020485, 0.0002675, 0.0000000
  45.00000, 0.0020298, 0.0003679, 0.0000000
  46.00000, 0.0020119, 0.0004999, 0.0000000
  47.00000, 0.0019949, 0.0006712, 0.0000000
  48.00000, 0.0019785, 0.0008904, 0.0000000
