   0.00000, 0.6108949, 0.6108949, 0.6108949
   1.00000, 0.6345767, 0.6128872, 0.6131826
   2.00000, 0.6548964, 0.6131154, 0.6132340
   3.00000, 0.6733478, 0.6131432, 0.6132389
   4.00000, 0.6903384, 0.6131467, 0.6132395
   5.00000, 0.7060551, 0.6131471, 0.6132396
   6.00000, 0.7206357, 0.6131472, 0.6132396
   7.00000, 0.7341955, 0.6131472, 0.6132396
   8.00000, 0.7468329, 0.6131471, 0.6132396
   9.00000, 0.7586323, 0.6131471, 0.6132396
  10.00000, 0.7696660, 0.6131471, 0.6132396
  11.00000, 0.7799955, 0.6131471, 0.6132396
  12.00000, 0.7896732, 0.6131470, 0.6132396
  13.00000, 0.7987427, 0.6131470, 0.6132396
  14.00000, 0.8072399, 0.6131470, 0.6132396
  15.00000, 0.8151940, 0.6131469, 0.6132396
  16.00000, 0.8226277, 0.6131469, 0.6132396
  17.00000, 0.8295587, 0.6131468, 0.6132396
  18.00000, 0.8360004, 0.6131468, 0.6132396
  19.00000, 0.8419641, 0.6131468, 0.6132396
  20.00000, 0.8474603, 0.6131468, 0.6132395
  21.00000, 0.8525010, 0.6131469, 0.6132395
  22.00000, 0.8571013, 0.6131470, 0.6132395
  23.00000, 0.8612806, 0.6131472, 0.6132395
  24.00000, 0.8650629, 0.6131477, 0.6132395
  25.00000, 0.8684761, 0.6131486, 0.6132395
  26.00000, 0.8715509, 0.6131498, 0.6132394
  27.00000, 0.8743193, 0.6131520, 0.6132394
  28.00000, 0.8768132, 0.6131556, 0.6132394
  29.00000, 0.8790632, 0.6131614, 0.6132394
  30.00000, 0.8810975, 0.6131708, 0.6132393
  31.00000, 0.8829420, 0.6131854, 0.6132393
  32.00000, 0.8846196, 0.6132077, 0.6132393
  33.00000, 0.8861506, 0.6132409, 0.6132393
  34.00000, 0.8875527, 0.6132896, 0.6132393
  35.00000, 0.8888413, 0.6133595, 0.6132393
  36.00000, 0.8900296, 0.6134584, 0.6132393
  37.00000, 0.8911294, 0.6135962, 0.6132392
  38.00000, 0.8921504, 0.6137861, 0.6132392
  39.00000, 0.8931014, 0.6140443, 0.6132392
  40.00000, 0.8939898, 0.6143919, 0.6132392
  41.00000, 0.8948222, 0.6148547, 0.6132392
  42.00000, 0.8956042, 0.6154652, 0.6132392
  43.00000, 0.8963408, 0.6162623, 0.6132392
  44.00000, 0.8970363, 0.6172927, 0.6132392
  45.00000, 0.8976946, 0.6186106, 0.6132391
  46.00000, 0.8983189, 0.6202772, 0.6132391
  47.00000, 0.8989123, 0.6223586, 0.6132391
  48.00000, 0.8994772, 0.6249229, 0.6132391
