   0.00000, 0.0184436, 0.0184436, 0.0184436
   1.00000, 0.0173841, 0.0183760, 0.0183659
   2.00000, 0.0164598, 0.0183682, 0.0183641
   3.00000, 0.0156179, 0.0183673, 0.0183640
   4.00000, 0.0148422, 0.0183672, 0.0183639
   5.00000, 0.0141246, 0.0183671, 0.0183639
   6.00000, 0.0134589, 0.0183672, 0.0183639
   7.00000, 0.0128396, 0.0183672, 0.0183639
   8.00000, 0.0122625, 0.0183672, 0.0183639
   9.00000, 0.0117236, 0.0183672, 0.0183639
  10.00000, 0.0112196, 0.0183672, 0.0183639
  11.00000, 0.0107477, 0.0183672, 0.0183639
  12.00000, 0.0103055, 0.0183673, 0.0183639
  13.00000, 0.0098911, 0.0183673, 0.0183639
  14.00000, 0.0095028, 0.0183674, 0.0183639
  15.00000, 0.0091392, 0.0183674, 0.0183639
  16.00000, 0.0087995, 0.0183675, 0.0183639
  17.00000, 0.0084826, 0.0183675, 0.0183639
  18.00000, 0.0081881, 0.0183676, 0.0183639
  19.00000, 0.0079155, 0.0183677, 0.0183639
  20.00000, 0.0076642, 0.0183678, 0.0183639
  21.00000, 0.0074338, 0.0183679, 0.0183639
  22.00000, 0.0072235, 0.0183680, 0.0183639
  23.00000, 0.0070325, 0.0183681, 0.0183639
  24.00000, 0.0068598, 0.0183682, 0.0183639
  25.00000, 0.0067040, 0.0183683, 0.0183639
  26.00000, 0.0065637, 0.0183684, 0.0183639
  27.00000, 0.0064374, 0.0183685, 0.0183639
  28.00000, 0.0063238, 0.0183685, 0.0183639
  29.00000, 0.0062214, 0.0183684, 0.0183639
  30.00000, 0.0061289, 0.0183682, 0.0183639
  31.00000, 0.0060451, 0.0183678, 0.0183639
  32.00000, 0.0059690, 0.0183670, 0.0183639
  33.00000, 0.0058997, 0.0183657, 0.0183639
  34.00000, 0.0058362, 0.0183637, 0.0183639
  35.00000, 0.0057780, 0.0183608, 0.0183639
  36.00000, 0.0057244, 0.0183566, 0.0183639
  37.00000, 0.0056749, 0.0183506, 0.0183639
  38.00000, 0.0056290, 0.0183423, 0.0183639
  39.00000, 0.0055863, 0.0183308, 0.0183639
  40.00000, 0.0055466, 0.0183153, 0.0183639
  41.00000, 0.0055093, 0.0182946, 0.0183639
  42.00000, 0.0054744, 0.0182671, 0.0183639
  43.00000, 0.0054416, 0.0182311, 0.0183639
  44.00000, 0.0054107, 0.0181844, 0.0183639
  45.00000, 0.0053815, 0.0181246, 0.0183639
  46.00000, 0.0053538, 0.0180489, 0.0183639
  47.00000, 0.0053276, 0.0179542, 0.0183639
  48.00000, 0.0053027, 0.0178375, 0.0183639
